transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
159,10,3232,8/16/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
160,0,3300,8/27/2017,0,Approved,,,,,1656.86,,
161,69,2381,7/10/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
162,78,371,12/11/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
163,80,2519,5/20/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226
164,17,2264,7/30/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
165,3,2637,10/25/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
166,78,3262,11/27/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
167,90,3177,4/26/2017,,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
168,87,2267,2/2/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
169,97,456,5/2/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,38002
170,6,404,10/16/2017,,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838
171,100,3121,10/22/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
172,55,2365,4/11/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259
173,100,2528,11/16/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
174,10,3151,12/17/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586
175,25,3241,12/23/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696
176,74,1335,3/30/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873
177,90,2234,4/13/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
178,56,3226,7/25/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
179,62,1365,1/31/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
180,20,3349,3/18/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
181,17,1002,2/24/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,40670
182,16,2282,2/18/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
183,46,2656,1/7/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
184,71,2409,7/5/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
185,91,1711,11/19/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193
186,17,2582,11/8/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
187,1,1005,7/24/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873
188,3,1597,1/15/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
189,56,2713,1/12/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143
190,37,1435,11/27/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672
191,34,1477,6/30/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526
192,0,1614,7/15/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
193,12,1254,6/22/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880
194,25,1423,5/2/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553
195,81,276,12/27/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
196,19,1315,12/21/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
197,45,591,5/23/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
198,74,1017,2/2/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
199,33,2123,6/8/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
200,57,2889,4/15/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
201,0,3208,9/5/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
202,23,2406,2/26/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031
203,67,2041,7/29/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
204,81,1598,7/3/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
205,58,1842,5/27/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
206,5,141,5/5/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
207,94,1321,9/9/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
208,51,183,5/21/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
209,59,2591,9/22/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
210,63,3356,4/12/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
211,40,766,5/7/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
212,80,1596,1/13/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
213,82,520,12/14/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
214,46,868,3/22/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41009
215,78,2999,9/30/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226
216,72,352,11/29/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
217,75,1140,6/9/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
218,40,621,4/21/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
219,2,3307,11/13/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
220,10,1502,4/9/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
221,35,936,5/8/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
222,8,939,7/8/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
223,2,2698,11/30/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
224,69,579,4/25/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
225,54,2036,3/30/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
226,8,3077,3/10/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,34079
227,86,369,3/16/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482
228,13,821,4/4/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345
229,19,2687,3/13/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
230,86,681,12/23/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434
231,46,37,8/12/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
232,30,3002,8/4/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,36361
233,92,396,9/1/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
234,71,550,9/1/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
235,77,1605,7/2/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
236,7,2325,8/31/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
237,23,1420,3/11/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
238,12,3099,10/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586
239,61,1645,10/1/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42145
240,21,546,11/23/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,33552
241,86,2885,3/27/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
242,57,2740,12/4/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146
243,63,3166,11/13/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
244,63,3487,12/20/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
245,33,2890,9/22/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336
246,98,3370,1/22/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172
247,15,3393,1/29/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880
248,57,2410,7/21/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
249,61,3466,2/10/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
250,48,1454,11/25/2017,0,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470
251,63,1967,4/11/2017,,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145
252,78,3089,12/3/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533
253,2,3123,12/30/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
254,67,2692,7/26/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,36334
255,67,2801,4/1/2017,1,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
256,13,1580,10/22/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
257,65,352,3/22/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
258,49,1777,6/15/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
259,87,142,7/6/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
260,31,3393,12/28/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
261,17,599,5/9/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
262,91,1258,1/18/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
263,53,3405,10/22/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668
264,38,3198,1/30/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,34170
265,20,834,6/26/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
266,44,3467,11/7/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
267,69,3436,8/13/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922
268,68,1516,8/27/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
269,11,2833,1/25/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,41345
270,2,2362,2/13/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573
271,27,2337,7/11/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
272,0,2149,4/30/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
273,81,2133,5/19/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470
274,6,360,5/26/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701
275,76,2969,2/3/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
276,18,1720,4/28/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244
277,18,2904,3/23/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
278,9,754,6/3/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
279,35,1826,4/25/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
280,93,2487,4/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
281,40,2815,2/18/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
282,1,541,5/4/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
283,16,302,3/29/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
284,44,2024,10/3/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
285,48,142,7/27/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
286,56,768,8/7/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
287,36,2147,2/7/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
288,36,529,11/20/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,38750
