CUSTOMER NUM|PRODUCT NUM|QUANTITY PURCHASED|DISCOUNT TAKEN|TRANSACTION DATE|STOCKOUT
10342|30026|14|0|1/2/2015|0
10394|30027|14|0|1/2/2015|0
10262|30025|12|0|1/2/2015|0
10198|30027|13|0|1/2/2015|0
10266|30024|14|0|1/2/2015|0
10210|30025|17|0|1/2/2015|0
10213|30025|17|0|1/2/2015|0
10213|30023|13|0.2|1/2/2015|0
10290|30030|17|0|1/2/2015|0
10026|30026|13|0.1|1/2/2015|0
10356|30024|18|0|1/2/2015|0
10285|30025|14|0|1/2/2015|0
10092|30028|16|0|1/2/2015|0
10045|30023|16|0.5|1/2/2015|0
10384|30006|5|0.1|1/2/2015|0
10228|30006|8|0|1/2/2015|0
10454|30004|5|0.4|1/2/2015|0
10142|30001|7|0.3|1/2/2015|0
10336|30009|7|0.2|1/2/2015|0
10416|30006|9|0|1/2/2015|0
10102|30004|6|0.1|1/2/2015|0
10434|30002|10|0|1/2/2015|0
10284|30004|14|0|1/2/2015|0
10491|30008|10|0.1|1/2/2015|0
10018|30004|12|0|1/2/2015|0
10474|30002|12|0.2|1/2/2015|0
10001|30007|15|0|1/2/2015|0
10304|30009|16|0|1/2/2015|0
10363|30010|3|0|1/3/2015|1
10229|30011|4|0|1/3/2015|0
10469|30014|6|0|1/3/2015|0
10494|30011|7|0|1/3/2015|0
10354|30017|13|0|1/3/2015|0
10266|30022|14|0.2|1/3/2015|0
10026|30028|13|0.3|1/3/2015|0
10142|30007|8|0.2|1/3/2015|0
10220|30011|3|0|1/4/2015|0
10020|30012|4|0|1/4/2015|0
10016|30011|10|0|1/4/2015|0
10409|30011|10|0|1/4/2015|0
10265|30012|11|0.4|1/4/2015|1
10481|30022|3|0.2|1/4/2015|0
10209|30022|13|0|1/4/2015|0
10353|30025|8|0|1/4/2015|0
10335|30024|6|0|1/4/2015|0
10049|30025|12|0|1/4/2015|1
10105|30011|11|0.2|1/4/2015|0
10322|30012|11|0.3|1/4/2015|0
10097|30016|11|0|1/4/2015|1
10009|30013|12|0|1/4/2015|0
10019|30016|12|0.2|1/4/2015|0
10099|30016|16|0|1/4/2015|0
10498|30021|12|0|1/4/2015|1
10270|30021|12|0|1/4/2015|0
10361|30020|18|0|1/4/2015|1
10171|30017|18|0|1/4/2015|1
10126|30023|12|0|1/4/2015|0
10498|30027|9|0|1/4/2015|0
10199|30024|11|0|1/4/2015|0
10346|30024|14|0|1/4/2015|1
10474|30009|13|0|1/4/2015|0
10141|30010|6|0|1/5/2015|0
10265|30016|8|0.3|1/5/2015|0
10341|30015|10|0|1/5/2015|0
10407|30023|6|0|1/5/2015|0
10316|30024|7|0|1/5/2015|1
10184|30003|5|0|1/5/2015|0
10442|30001|6|0|1/5/2015|0
10330|30012|11|0|1/5/2015|0
10079|30016|12|0.2|1/5/2015|0
10115|30010|12|0|1/5/2015|0
10380|30010|10|0|1/5/2015|0
10175|30015|17|0|1/5/2015|1
10039|30010|12|0|1/5/2015|0
10200|30021|8|0.3|1/5/2015|0
10149|30023|15|0.6|1/5/2015|1
10069|30003|4|0|1/5/2015|0
10376|30002|18|0.2|1/5/2015|0
10263|30014|5|0|1/6/2015|0
10235|30012|9|0|1/6/2015|0
10332|30013|7|0|1/6/2015|0
10215|30016|11|0|1/6/2015|0
10353|30022|6|0|1/6/2015|0
10053|30019|5|0.3|1/6/2015|0
10145|30020|9|0|1/6/2015|1
10155|30022|10|0|1/6/2015|0
10365|30020|11|0|1/6/2015|0
10195|30021|7|0|1/6/2015|0
10374|30025|10|0|1/6/2015|0
10271|30029|13|0.3|1/6/2015|0
10121|30007|5|0|1/6/2015|0
10343|30001|11|0|1/6/2015|0
10430|30010|8|0|1/6/2015|0
10247|30016|13|0|1/6/2015|0
10193|30012|15|0.1|1/6/2015|0
10493|30015|15|0.3|1/6/2015|0
10490|30015|16|0.3|1/6/2015|0
10242|30019|8|0|1/6/2015|0
10179|30017|12|0|1/6/2015|1
10247|30022|15|0|1/6/2015|0
10389|30020|14|0.3|1/6/2015|0
10358|30012|4|0|1/7/2015|0
10122|30013|9|0|1/7/2015|0
10037|30022|5|0|1/7/2015|0
10481|30024|4|0|1/7/2015|0
10203|30024|14|0|1/7/2015|0
10184|30008|3|0|1/7/2015|0
10191|30012|5|0|1/7/2015|0
10102|30014|5|0|1/7/2015|0
10360|30012|13|0.1|1/7/2015|0
10362|30016|13|0.5|1/7/2015|0
10312|30010|15|0|1/7/2015|0
10192|30011|11|0|1/7/2015|0
10003|30022|10|0|1/7/2015|0
10154|30021|15|0.2|1/7/2015|0
10127|30019|12|0|1/7/2015|0
10290|30020|17|0|1/7/2015|0
10118|30020|18|0|1/7/2015|0
10045|30027|17|0.2|1/7/2015|0
10104|30005|7|0|1/7/2015|0
10456|30014|8|0|1/8/2015|0
10081|30016|10|0|1/8/2015|0
10002|30015|7|0.3|1/8/2015|0
10195|30012|9|0|1/8/2015|0
10016|30021|9|0|1/8/2015|0
10136|30020|8|0|1/8/2015|0
10407|30003|4|0|1/8/2015|0
10029|30013|8|0.1|1/8/2015|1
10331|30012|6|0.3|1/8/2015|0
10276|30010|8|0|1/8/2015|0
10352|30012|9|0|1/8/2015|0
10244|30016|14|0|1/8/2015|0
10364|30014|11|0|1/8/2015|0
10027|30022|8|0.2|1/8/2015|0
10095|30019|11|0|1/8/2015|0
10127|30017|14|0|1/8/2015|0
10415|30019|15|0|1/8/2015|0
10484|30017|14|0.2|1/8/2015|0
10262|30029|17|0|1/8/2015|0
10196|30024|15|0.1|1/8/2015|0
10421|30011|3|0|1/9/2015|0
10241|30013|1|0|1/9/2015|0
10108|30012|3|0|1/9/2015|0
10129|30011|4|0|1/9/2015|0
10160|30010|2|0|1/9/2015|0
10307|30010|5|0|1/9/2015|0
10076|30015|2|0|1/9/2015|0
10110|30014|8|0.1|1/9/2015|0
10224|30015|7|0.3|1/9/2015|0
10054|30013|7|0|1/9/2015|0
10054|30013|6|0|1/9/2015|0
10120|30011|6|0|1/9/2015|0
10500|30012|8|0.2|1/9/2015|0
10020|30012|6|0.3|1/9/2015|0
10134|30012|8|0|1/9/2015|0
10414|30015|8|0.1|1/9/2015|0
10467|30016|10|0|1/9/2015|0
10485|30013|6|0.5|1/9/2015|0
10243|30016|8|0.1|1/9/2015|0
10232|30015|5|0|1/9/2015|0
10119|30015|8|0|1/9/2015|0
10335|30013|7|0|1/9/2015|0
10147|30015|6|0.1|1/9/2015|0
10439|30015|9|0|1/9/2015|0
10265|30015|9|0|1/9/2015|0
10067|30016|10|0|1/9/2015|0
10122|30010|6|0|1/9/2015|0
10422|30014|9|0|1/9/2015|0
10341|30015|8|0|1/9/2015|0
10279|30011|7|0|1/9/2015|0
10401|30014|13|0|1/9/2015|1
10216|30015|10|0|1/9/2015|0
10107|30010|11|0|1/9/2015|0
10159|30015|13|0|1/9/2015|0
10455|30012|9|0|1/9/2015|1
10447|30015|12|0|1/9/2015|1
10024|30020|5|0|1/9/2015|0
10054|30019|8|0|1/9/2015|0
10245|30019|4|0|1/9/2015|0
10358|30021|4|0|1/9/2015|0
10478|30019|5|0|1/9/2015|0
10020|30019|8|0|1/9/2015|0
10344|30021|6|0.5|1/9/2015|0
10388|30020|8|0.3|1/9/2015|0
10472|30020|6|0|1/9/2015|0
10414|30021|10|0.5|1/9/2015|0
10467|30022|8|0|1/9/2015|0
10221|30020|7|0.1|1/9/2015|0
10264|30019|9|0|1/9/2015|1
10136|30021|10|0|1/9/2015|0
10235|30018|7|0|1/9/2015|0
10436|30020|7|0.2|1/9/2015|0
10156|30021|12|0|1/9/2015|0
10084|30017|11|0|1/9/2015|0
10107|30019|11|0|1/9/2015|0
10461|30020|13|0|1/9/2015|0
10203|30019|10|0|1/9/2015|0
10324|30024|5|0|1/9/2015|0
10350|30025|6|0|1/9/2015|0
10303|30023|9|0|1/9/2015|1
10388|30023|7|0.4|1/9/2015|0
10016|30024|6|0|1/9/2015|0
10335|30024|5|0|1/9/2015|0
10086|30023|11|0|1/9/2015|0
10489|30023|7|0|1/9/2015|0
10279|30023|10|0|1/9/2015|0
10153|30024|10|0|1/9/2015|0
10209|30023|13|0.2|1/9/2015|0
10348|30028|15|0|1/9/2015|0
10363|30004|1|0.1|1/9/2015|0
10184|30005|4|0|1/9/2015|0
10261|30001|4|0|1/9/2015|0
10442|30007|2|0|1/9/2015|0
10129|30009|4|0|1/9/2015|0
10129|30003|4|0.2|1/9/2015|0
10455|30009|10|0|1/9/2015|0
10250|30015|4|0|1/9/2015|0
10430|30010|7|0|1/9/2015|0
10488|30014|6|0.4|1/9/2015|1
10480|30015|9|0.4|1/9/2015|0
10480|30011|6|0.2|1/9/2015|0
10330|30014|10|0|1/9/2015|0
10226|30012|7|0.1|1/9/2015|0
10027|30010|7|0|1/9/2015|0
10027|30013|12|0|1/9/2015|0
10367|30013|11|0.2|1/9/2015|0
10269|30013|10|0|1/9/2015|0
10347|30013|10|0|1/9/2015|0
10234|30011|11|0.4|1/9/2015|0
10360|30011|13|0|1/9/2015|0
10362|30013|12|0|1/9/2015|0
10381|30015|9|0|1/9/2015|0
10319|30010|12|0.1|1/9/2015|1
10319|30012|15|0.3|1/9/2015|0
10021|30015|14|0|1/9/2015|0
10009|30014|12|0|1/9/2015|0
10458|30015|14|0.2|1/9/2015|0
10458|30012|11|0.3|1/9/2015|0
10152|30014|11|0|1/9/2015|0
10377|30015|16|0|1/9/2015|0
10329|30011|13|0|1/9/2015|0
10496|30014|16|0|1/9/2015|0
10496|30013|15|0.2|1/9/2015|0
10100|30012|11|0.2|1/9/2015|0
10008|30010|13|0|1/9/2015|0
10415|30011|17|0|1/9/2015|1
10130|30016|13|0|1/9/2015|0
10135|30015|15|0|1/9/2015|0
10137|30010|14|0.1|1/9/2015|0
10171|30015|15|0|1/9/2015|0
10490|30016|17|0|1/9/2015|0
10383|30018|8|0|1/9/2015|0
10433|30020|10|0|1/9/2015|0
10200|30019|11|0.5|1/9/2015|0
10322|30018|10|0|1/9/2015|0
10179|30022|12|0.2|1/9/2015|0
10360|30019|11|0.3|1/9/2015|0
10477|30022|13|0.2|1/9/2015|0
10062|30017|15|0|1/9/2015|0
10247|30017|14|0|1/9/2015|0
10312|30017|13|0|1/9/2015|0
10173|30020|15|0|1/9/2015|1
10252|30020|11|0|1/9/2015|0
10329|30021|12|0|1/9/2015|0
10058|30019|15|0|1/9/2015|0
10193|30021|14|0|1/9/2015|0
10187|30019|12|0.2|1/9/2015|0
10342|30018|13|0|1/9/2015|1
10483|30017|12|0.4|1/9/2015|0
10186|30018|17|0.3|1/9/2015|0
10210|30021|14|0|1/9/2015|1
10210|30019|17|0.2|1/9/2015|0
10026|30019|15|0|1/9/2015|0
10026|30020|15|0|1/9/2015|0
10304|30017|17|0.1|1/9/2015|0
10135|30019|13|0.5|1/9/2015|0
10190|30020|16|0|1/9/2015|0
10118|30020|15|0|1/9/2015|0
10397|30018|18|0.5|1/9/2015|0
10435|30020|15|0.3|1/9/2015|0
10171|30019|16|0|1/9/2015|1
10408|30017|13|0|1/9/2015|0
10493|30020|17|0|1/9/2015|0
10493|30019|18|0|1/9/2015|0
10092|30022|18|0.2|1/9/2015|1
10367|30023|9|0|1/9/2015|0
10079|30023|10|0|1/9/2015|0
10223|30023|11|0|1/9/2015|0
10199|30023|12|0|1/9/2015|0
10193|30024|13|0.3|1/9/2015|0
10187|30023|16|0.5|1/9/2015|0
10026|30023|13|0|1/9/2015|1
10391|30024|18|0.3|1/9/2015|0
10402|30029|16|0|1/9/2015|0
10435|30026|15|0.4|1/9/2015|0
10493|30024|17|0|1/9/2015|0
10382|30008|5|0|1/9/2015|0
10454|30006|9|0.4|1/9/2015|0
10317|30003|9|0|1/9/2015|0
10069|30006|4|0.2|1/9/2015|0
10328|30005|4|0.4|1/9/2015|0
10416|30008|9|0|1/9/2015|0
10072|30006|10|0.4|1/9/2015|0
10430|30009|8|0|1/9/2015|0
10387|30005|8|0|1/9/2015|0
10325|30009|9|0|1/9/2015|0
10301|30003|5|0.3|1/9/2015|0
10002|30016|7|0|1/10/2015|0
10436|30011|11|0|1/10/2015|0
10024|30021|7|0|1/10/2015|0
10418|30020|7|0|1/10/2015|0
10044|30024|9|0.4|1/10/2015|0
10438|30026|10|0|1/10/2015|0
10295|30012|4|0.1|1/10/2015|0
10445|30010|8|0|1/10/2015|0
10058|30011|11|0.1|1/10/2015|0
10143|30021|6|0|1/10/2015|0
10021|30019|11|0.2|1/10/2015|0
10208|30021|16|0.1|1/10/2015|0
10187|30030|13|0.3|1/10/2015|0
10163|30028|18|0|1/10/2015|0
10299|30016|4|0|1/11/2015|0
10388|30010|9|0|1/11/2015|0
10338|30012|12|0|1/11/2015|0
10230|30021|10|0|1/11/2015|0
10355|30018|11|0|1/11/2015|0
10182|30024|8|0|1/11/2015|1
10369|30002|11|0|1/11/2015|0
10430|30012|5|0|1/11/2015|0
10050|30020|6|0|1/11/2015|0
10100|30022|12|0|1/11/2015|1
10391|30017|17|0.6|1/11/2015|1
10325|30008|7|0|1/11/2015|0
10291|30010|13|0|1/12/2015|0
10335|30017|5|0.4|1/12/2015|0
10288|30018|6|0|1/12/2015|0
10158|30024|7|0|1/12/2015|0
10438|30024|9|0|1/12/2015|0
10364|30016|13|0|1/12/2015|0
10021|30021|13|0|1/12/2015|0
10087|30023|18|0.3|1/12/2015|1
10358|30013|6|0|1/13/2015|0
10264|30011|7|0|1/13/2015|0
10481|30018|7|0|1/13/2015|0
10037|30020|8|0|1/13/2015|0
10131|30022|5|0|1/13/2015|0
10286|30023|7|0|1/13/2015|0
10216|30024|10|0|1/13/2015|0
10032|30012|7|0.4|1/13/2015|0
10331|30010|9|0.2|1/14/2015|0
10244|30014|10|0|1/14/2015|0
10475|30019|16|0|1/14/2015|0
10352|30024|11|0|1/14/2015|0
10062|30024|11|0|1/14/2015|0
10127|30023|13|0|1/14/2015|0
10399|30028|17|0.1|1/14/2015|0
10355|30016|13|0|1/15/2015|0
10407|30020|8|0|1/15/2015|0
10350|30018|7|0|1/15/2015|0
10151|30018|7|0.4|1/15/2015|0
10057|30018|12|0|1/15/2015|0
10139|30018|10|0|1/15/2015|0
10464|30024|6|0|1/15/2015|0
10178|30024|10|0|1/15/2015|0
10236|30010|5|0|1/15/2015|0
10212|30012|5|0.2|1/15/2015|0
10431|30015|11|0|1/15/2015|0
10135|30010|12|0|1/15/2015|0
10188|30019|15|0.2|1/15/2015|0
10322|30023|11|0.3|1/15/2015|0
10473|30030|17|0.2|1/15/2015|0
10301|30007|9|0|1/15/2015|0
10241|30013|2|0|1/16/2015|0
10112|30012|4|0|1/16/2015|0
10158|30011|6|0.2|1/16/2015|0
10176|30010|4|0.3|1/16/2015|0
10010|30015|6|0|1/16/2015|0
10140|30015|10|0|1/16/2015|0
10316|30016|8|0|1/16/2015|0
10141|30012|6|0.2|1/16/2015|0
10462|30015|6|0|1/16/2015|0
10067|30016|10|0.4|1/16/2015|0
10288|30011|7|0|1/16/2015|0
10064|30013|8|0.5|1/16/2015|0
10138|30012|10|0.4|1/16/2015|0
10358|30020|9|0|1/16/2015|1
10423|30019|6|0|1/16/2015|0
10286|30018|9|0|1/16/2015|0
10344|30017|7|0.1|1/16/2015|0
10016|30018|9|0|1/16/2015|0
10414|30018|9|0.3|1/16/2015|0
10409|30021|10|0|1/16/2015|0
10125|30020|8|0|1/16/2015|0
10132|30017|7|0.2|1/16/2015|0
10136|30020|6|0|1/16/2015|0
10418|30017|11|0|1/16/2015|0
10216|30019|9|0.4|1/16/2015|0
10093|30022|11|0|1/16/2015|0
10209|30020|11|0|1/16/2015|0
10209|30018|14|0.4|1/16/2015|1
10406|30024|6|0|1/16/2015|0
10350|30025|5|0|1/16/2015|0
10141|30023|9|0|1/16/2015|0
10338|30023|7|0|1/16/2015|0
10345|30023|8|0|1/16/2015|0
10068|30025|12|0.3|1/16/2015|0
10138|30023|12|0|1/16/2015|0
10241|30007|2|0|1/16/2015|0
10293|30003|3|0|1/16/2015|0
10047|30009|7|0|1/16/2015|0
10160|30002|5|0|1/16/2015|0
10378|30002|4|0|1/16/2015|0
10365|30009|11|0|1/16/2015|0
10015|30012|11|0.2|1/16/2015|0
10449|30013|8|0.3|1/16/2015|0
10070|30016|12|0|1/16/2015|0
10070|30015|10|0.3|1/16/2015|0
10476|30012|13|0|1/16/2015|0
10300|30013|10|0|1/16/2015|0
10437|30012|10|0|1/16/2015|1
10164|30016|15|0.4|1/16/2015|1
10259|30015|10|0.3|1/16/2015|0
10231|30013|11|0|1/16/2015|0
10095|30012|12|0.1|1/16/2015|0
10192|30014|12|0.4|1/16/2015|0
10100|30011|14|0|1/16/2015|0
10023|30011|12|0|1/16/2015|0
10190|30015|15|0|1/16/2015|0
10490|30015|13|0|1/16/2015|0
10323|30017|5|0|1/16/2015|0
10079|30018|11|0.2|1/16/2015|1
10404|30021|9|0|1/16/2015|0
10200|30019|9|0|1/16/2015|0
10476|30020|9|0|1/16/2015|0
10003|30019|9|0|1/16/2015|0
10381|30021|12|0.3|1/16/2015|0
10259|30020|10|0|1/16/2015|0
10009|30021|10|0|1/16/2015|0
10254|30019|15|0.2|1/16/2015|0
10470|30022|12|0|1/16/2015|0
10197|30021|13|0.2|1/16/2015|0
10415|30019|14|0.3|1/16/2015|0
10210|30019|14|0|1/16/2015|1
10249|30017|14|0.3|1/16/2015|0
10099|30020|14|0.1|1/16/2015|0
10399|30017|15|0|1/16/2015|0
10484|30019|14|0.1|1/16/2015|0
10389|30017|15|0|1/16/2015|0
10490|30017|14|0|1/16/2015|0
10242|30023|12|0|1/16/2015|0
10234|30023|9|0.3|1/16/2015|0
10021|30024|11|0|1/16/2015|0
10199|30023|11|0.3|1/16/2015|0
10266|30024|16|0.3|1/16/2015|0
10030|30027|16|0.1|1/16/2015|0
10397|30029|15|0|1/16/2015|0
10258|30024|14|0|1/16/2015|0
10435|30029|17|0|1/16/2015|0
10277|30030|16|0|1/16/2015|0
10277|30025|16|0|1/16/2015|0
10382|30002|8|0|1/16/2015|0
10337|30003|4|0|1/16/2015|0
10469|30009|7|0|1/16/2015|0
10336|30009|4|0.4|1/16/2015|0
10072|30001|5|0|1/16/2015|0
10018|30007|14|0|1/16/2015|0
10432|30010|5|0|1/17/2015|0
10057|30015|9|0|1/17/2015|0
10153|30020|13|0|1/17/2015|0
10093|30017|11|0|1/17/2015|0
10063|30017|14|0|1/17/2015|1
10378|30009|6|0|1/17/2015|0
10259|30012|11|0.1|1/17/2015|0
10038|30011|12|0|1/17/2015|0
10166|30022|7|0|1/17/2015|0
10300|30019|11|0|1/17/2015|0
10387|30008|5|0|1/17/2015|0
10474|30005|13|0.2|1/17/2015|0
10282|30011|8|0|1/18/2015|0
10467|30014|8|0|1/18/2015|0
10113|30017|7|0|1/18/2015|0
10268|30023|6|0|1/18/2015|0
10300|30011|10|0|1/18/2015|0
10296|30018|7|0|1/18/2015|0
10273|30002|16|0|1/18/2015|0
10307|30012|4|0|1/19/2015|0
10067|30018|9|0|1/19/2015|0
10375|30024|6|0|1/19/2015|1
10056|30001|4|0|1/19/2015|0
10170|30010|4|0|1/19/2015|0
10029|30013|7|0|1/19/2015|0
10162|30010|6|0|1/19/2015|0
10477|30012|12|0|1/19/2015|0
10166|30020|8|0|1/19/2015|0
10362|30018|11|0|1/19/2015|0
10117|30029|16|0|1/19/2015|0
10167|30003|9|0.1|1/19/2015|0
10445|30009|9|0|1/19/2015|1
10490|30007|17|0|1/19/2015|0
10116|30011|3|0|1/20/2015|0
10422|30014|10|0|1/20/2015|0
10407|30025|6|0|1/20/2015|0
10404|30013|11|0|1/20/2015|0
10059|30011|11|0.3|1/20/2015|0
10254|30018|12|0|1/20/2015|0
10346|30017|12|0.1|1/20/2015|0
10493|30019|18|0|1/20/2015|0
10312|30023|10|0|1/20/2015|0
10423|30015|5|0|1/21/2015|0
10096|30017|10|0|1/21/2015|0
10401|30017|8|0|1/21/2015|0
10294|30019|14|0.1|1/21/2015|0
10481|30025|7|0|1/21/2015|0
10095|30012|10|0|1/21/2015|0
10465|30013|15|0.1|1/21/2015|0
10352|30020|11|0|1/21/2015|0
10248|30017|14|0|1/21/2015|0
10364|30019|11|0.2|1/21/2015|0
10465|30020|15|0|1/21/2015|0
10036|30028|3|0|1/22/2015|0
10136|30023|11|0|1/22/2015|1
10238|30023|12|0|1/22/2015|0
10421|30002|3|0|1/22/2015|0
10114|30003|5|0|1/22/2015|0
10006|30003|14|0|1/22/2015|0
10038|30011|11|0|1/22/2015|1
10094|30015|12|0|1/22/2015|0
10329|30014|12|0|1/22/2015|0
10099|30012|16|0|1/22/2015|0
10367|30018|11|0|1/22/2015|0
10056|30013|4|0|1/23/2015|0
10076|30011|6|0|1/23/2015|1
10263|30015|6|0.3|1/23/2015|0
10053|30014|3|0|1/23/2015|0
10037|30012|8|0|1/23/2015|0
10274|30016|8|0|1/23/2015|0
10145|30012|5|0|1/23/2015|0
10043|30014|8|0|1/23/2015|0
10386|30016|9|0|1/23/2015|0
10042|30016|9|0|1/23/2015|0
10042|30014|5|0.3|1/23/2015|0
10467|30012|10|0.4|1/23/2015|0
10410|30015|6|0|1/23/2015|0
10410|30010|9|0|1/23/2015|0
10243|30012|9|0|1/23/2015|0
10400|30011|10|0.4|1/23/2015|0
10432|30015|6|0|1/23/2015|0
10014|30012|8|0|1/23/2015|0
10125|30016|9|0|1/23/2015|0
10125|30015|10|0|1/23/2015|0
10462|30012|9|0|1/23/2015|0
10424|30015|6|0|1/23/2015|0
10288|30015|10|0|1/23/2015|0
10230|30013|9|0|1/23/2015|0
10153|30015|13|0|1/23/2015|0
10107|30011|10|0|1/23/2015|0
10146|30015|13|0.2|1/23/2015|0
10481|30017|4|0|1/23/2015|0
10176|30017|3|0|1/23/2015|0
10372|30021|4|0.2|1/23/2015|0
10350|30018|6|0|1/23/2015|0
10464|30021|9|0|1/23/2015|0
10061|30022|10|0|1/23/2015|0
10286|30022|6|0|1/23/2015|0
10042|30017|5|0.2|1/23/2015|0
10400|30018|6|0.1|1/23/2015|0
10401|30021|8|0|1/23/2015|0
10369|30022|9|0|1/23/2015|0
10291|30022|13|0|1/23/2015|0
10447|30021|10|0|1/23/2015|0
10178|30021|12|0|1/23/2015|0
10157|30027|5|0|1/23/2015|0
10423|30023|8|0|1/23/2015|0
10081|30024|7|0|1/23/2015|0
10412|30024|12|0|1/23/2015|0
10161|30025|13|0.1|1/23/2015|0
10138|30026|10|0.1|1/23/2015|0
10204|30023|14|0|1/23/2015|0
10348|30023|15|0|1/23/2015|0
10181|30024|14|0|1/23/2015|0
10292|30002|5|0|1/23/2015|0
10011|30005|4|0|1/23/2015|0
10180|30007|6|0|1/23/2015|0
